"id","text","labels"
"2250","Oral ketamine reduces the experience of stress in people with chronic suicidality.^\nBACKGROUND: Stress is prevalent in people experiencing suicidality and is a major contributor to the development of mental disorders. Evidence suggests ketamine shows capacity to reverse stress-induced brain changes. Though stress and ketamine have been explored individually for suicidality, this study is the first to examine ketamine treatment for self-reported stress in adults with chronic suicidality, building on pre-clinical evidence of ketamine's capacity to normalize stress-induced responses and contributing to our understanding of oral ketamine in clinical populations. METHODS: Thirty two adult participants (22-72 years; 17 female) with chronic suicidality completed 6 weeks of active treatment, receiving low (0.5 mg/kg - 3.0 mg/kg) doses of oral ketamine once per week, with a 4-week follow-up phase, to assess the effect of ketamine on their perceived stress. Stress was measured via self-report utilizing the Depression Anxiety Stress Scale-21(DASS-21), and analysed at pre-treatment (week 0), post-treatment (week 6) and at follow-up (week 10). RESULTS: Repeated measures ANOVA showed a significant reduction in stress (p<.001) post-treatment and Reliable Change Index calculations confirmed this to be clinically significant. Furthermore, those classified as 'prolonged responders' demonstrated a sustained reduction in stress at follow-up (i.e. after 4 weeks of nil ketamine). LIMITATIONS: Small sample size, open label design, expectancy, secondary analysis CONCLUSIONS: Ketamine showed the capacity to produce a robust and sustained improvement in stress symptoms, in people with chronic suicidality. Future larger, controlled studies examining treatment suitability in a range of stress related disorders are warranted.","3"
"6194","Psilocybin for Treatment-Resistant Depression.^\nThis randomized clinical trial will assess the feasibility, safety, and efficacy of single and repeat doses of psilocybin at point‐of‐care in persons with treatment‐resistant depression as part of major depressive disorder or bipolar II disorder. The primary objective is to evaluate the feasibility of psilocybin in adults with treatment‐resistant depression. The secondary objectives are to assess the efficacy and tolerability of psilocybin at point‐of‐care.","9"
"382","Spectral Changes of EEG Following a 6-Week Low-Dose Oral Ketamine Treatment in Adults With Major Depressive Disorder and Chronic Suicidality.^\nBACKGROUND: Ketamine has considerable therapeutic potential in alleviating major depressive disorder and chronic suicidality. However, the clinical diagnosis of neuropsychiatric disorders requires more robust diagnostic criteria. Electroencephalography (EEG) has shown promise in classifying depressive and suicidal patients from healthy individuals. The present study aimed to identify changes in the spectral properties of EEG in patients with major depressive disorder and chronic suicidality after completing the 6-week Oral Ketamine Trial on Suicidality with follow-up occurring 4 weeks after final ketamine treatment and determine associations between EEG spectral output and clinical symptoms. METHODS: Participants (n = 25) had 4-minute eyes closed resting state EEG recorded at frontal, temporal, centro-parietal, and occipital regions. Spectral analysis was performed with Welch's power spectrum density method, and the power of 4 distinct frequency bands was analyzed: theta, alpha, low-beta, and high-beta. Correlation analyses between changes in clinical symptoms and spectral power were conducted using Spearman's ranked correlation. RESULTS: Between pre- and posttreatment, only centro-parietal alpha power decreased. Between posttreatment and follow-up, centro-parietal alpha increased again in addition to increases in temporal alpha, centro-parietal and temporal theta, and occipital low-beta and decreases in occipital theta and temporal low-beta. Additionally, the decrease of occipital theta positively correlated with clinical subscales for depression and stress. CONCLUSIONS: EEG spectral analysis revealed significant changes in theta, alpha, and low-beta frequency bands. Alpha band showed initial changes after treatment; however, this trended back toward baseline levels after the treatment cessation. In contrast, theta and low-beta showed significant power changes only after the treatment had ended.","3"
"8923","Single-dose psilocybin-assisted therapy in major depressive disorder: A placebo-controlled, double-blind, randomised clinical trial.^\nBACKGROUND: Psilocybin has been suggested as a novel, rapid-acting treatment for depression. Two consecutive doses have been shown to markedly decrease symptom severity in an open-label setting or when compared to a waiting list group. To date, to our knowledge, no other trial compared a single, moderate dose of psilocybin to a placebo condition. METHODS: In this double-blind, randomised clinical trial, 52 participants diagnosed with major depressive disorder and no unstable somatic conditions were allocated to receive either a single, moderate dose (0.215 mg/kg body weight) of psilocybin or placebo in conjunction with psychological support. MADRS and BDI scores were assessed to estimate depression severity, while changes from baseline to 14 days after the intervention were defined as primary endpoints. The trial took place between April 11th, 2019 and October 12th, 2021 at the psychiatric university hospital in Zürich, Switzerland and was registered with clinicaltrials.gov (NCT03715127). FINDINGS: The psilocybin condition showed an absolute decrease in symptom severity of -13.0 points compared to baseline and were significantly larger than those in the placebo condition (95% CI -15.0 to -1.3; Cohens' d = 0.97; P = 0.0011; MADRS) and -13.2 points (95% CI; -13.4 to -1.3; Cohens' d = 0.67; P = 0.019; BDI) 14 days after the intervention. 14/26 (54%) participants met the MADRS remission criteria in the psilocybin condition. INTERPRETATION: These results suggest that a single, moderate dose of psilocybin significantly reduces depressive symptoms compared to a placebo condition for at least two weeks. No serious adverse events were recorded. Larger, multi-centric trials with longer follow-up periods are needed to inform further optimisation of this novel treatment paradigm. FUNDING: The study was funded by the Swiss National Science Foundation, Crowdfunding, the Swiss Neuromatrix Foundation, and the Heffter Research Institute.","4"
"8947","Anterior default mode network and posterior insular connectivity is predictive of depressive symptom reduction following serial ketamine infusion.^\nBACKGROUND: Ketamine is a rapidly-acting antidepressant treatment with robust response rates. Previous studies have reported that serial ketamine therapy modulates resting state functional connectivity in several large-scale networks, though it remains unknown whether variations in brain structure, function, and connectivity impact subsequent treatment success. We used a data-driven approach to determine whether pretreatment multimodal neuroimaging measures predict changes along symptom dimensions of depression following serial ketamine infusion. METHODS: Patients with depression (n = 60) received structural, resting state functional, and diffusion MRI scans before treatment. Depressive symptoms were assessed using the 17-item Hamilton Depression Rating Scale (HDRS-17), the Inventory of Depressive Symptomatology (IDS-C), and the Rumination Response Scale (RRS) before and 24 h after patients received four (0.5 mg/kg) infusions of racemic ketamine over 2 weeks. Nineteen unaffected controls were assessed at similar timepoints. Random forest regression models predicted symptom changes using pretreatment multimodal neuroimaging and demographic measures. RESULTS: Two HDRS-17 subscales, the HDRS-6 and core mood and anhedonia (CMA) symptoms, and the RRS: reflection (RRSR) scale were predicted significantly with 19, 27, and 1% variance explained, respectively. Increased right medial prefrontal cortex/anterior cingulate and posterior insula (PoI) and lower kurtosis of the superior longitudinal fasciculus predicted reduced HDRS-6 and CMA symptoms following treatment. RRSR change was predicted by global connectivity of the left posterior cingulate, left insula, and right superior parietal lobule. CONCLUSIONS: Our findings support that connectivity of the anterior default mode network and PoI may serve as potential biomarkers of antidepressant outcomes for core depressive symptoms.","6"
"2031","Evidence for chronically altered serotonin function in the cerebral cortex of female 3,4-methylenedioxymethamphetamine polydrug users.^\nCONTEXT: MDMA (3,4-methylenedioxymethamphetamine, also popularly known as ""ecstasy"") is a popular recreational drug that produces loss of serotonin axons in animal models. Whether MDMA produces chronic reductions in serotonin signaling in humans remains controversial. OBJECTIVE: To determine whether MDMA use is associated with chronic reductions in serotonin signaling in the cerebral cortex of women as reflected by increased serotonin(2A) receptor levels. DESIGN: Cross-sectional case-control study comparing serotonin(2A) receptor levels in abstinent female MDMA polydrug users with those in women who did not use MDMA (within-group design assessing the association of lifetime MDMA use and serotonin(2A) receptors). Case participants were abstinent from MDMA use for at least 90 days as verified by analysis of hair samples. The serotonin(2A) receptor levels in the cerebral cortex were determined using serotonin(2A)-specific positron emission tomography with radioligand fluorine 18-labeled setoperone as the tracer. SETTING: Academic medical center research laboratory. PARTICIPANTS: A total of 14 female MDMA users and 10 women who did not use MDMA (controls). The main exclusion criteria were nondrug-related DSM-IV Axis I psychiatric disorders and general medical illness. MAIN OUTCOME MEASURES: Cortical serotonin(2A) receptor nondisplaceable binding potential (serotonin(2A)BP(ND)). RESULTS: MDMA users had increased serotonin(2A)BP(ND) in occipital-parietal (19.7%), temporal (20.5%), occipitotemporal-parietal (18.3%), frontal (16.6%), and frontoparietal (18.5%) regions (corrected P < .05). Lifetime MDMA use was positively associated with serotonin(2A)BP(ND) in frontoparietal (β = 0.665; P = .007), occipitotemporal (β = 0.798; P = .002), frontolimbic (β = 0.634; P = .02), and frontal (β = 0.691; P = .008) regions. In contrast, there were no regions in which MDMA use was inversely associated with receptor levels. There were no statistically significant effects of the duration of MDMA abstinence on serotonin(2A)BP(ND). CONCLUSIONS: The recreational use of MDMA is associated with long-lasting increases in serotonin(2A) receptor density. Serotonin(2A) receptor levels correlate positively with lifetime MDMA use and do not decrease with abstinence. These results suggest that MDMA use produces chronic serotonin neurotoxicity in humans. Given the broad role of serotonin in human brain function, the possibility for therapeutic MDMA use, and the widespread recreational popularity of this drug, these results have critical public health implications.","3"
"6591","Ketamine and midazolam for invasive procedures in children with malignancy: a comparison of routes of intravenous, oral, and rectal administration.^\nWe investigated the efficacy of a combination of ketamine and midazolam, comparing intravenous, oral, and rectal administrations for invasive procedures in children with malignancy. Seventy-three children under 5 years of age, who were scheduled for invasive procedure, were assigned to one of three groups: IV group (n = 25), ketamine 1 mg/kg and midazolam 0.05-0.1 mg/kg were given intravenously; PO group (n = 24), ketamine 3 mg/kg and midazolam 0.5 mg/kg were given orally; and PR group (n = 24), ketamine 3 mg/kg and midazolam 0.5 mg/kg given rectally. Vital signs including blood pressure, pulse rate, respiratory rate, and oxygen saturation were monitored, and patients were observed for side-effects. Optimal sedation (drowsy and asleep) was provided in 78 per cent of all patients and no statistical difference was observed among the three groups. No severe complications were observed in all groups. Recovery time from sedation was significantly longer in the intravenous group (>120 min in two patients). Hallucination was noted in three (12 per cent) patients given intravenous medication, but not in those given oral or rectal medications. It is concluded that intravenous, oral, and rectal midazolam/ketamine are equally effective for invasive procedures in children with malignancy. The use of intravenous ketamine/midazolam may produce prolonged sedation and psychedelic effects in children. These adverse effects may alter the child's comfort and parental satisfaction.","6"
"1041","Safety and effectiveness of intranasal esketamine for treatment-resistant depression: a real-world retrospective study.^\nAim: There is limited real-world evidence for patients with treatment-resistant depression (TRD) receiving esketamine nasal spray. Methods: This retrospective cohort study used data collected from a psychiatric clinic's EHR system. Results: A total of 171 TRD patients received esketamine July 2019-June 2021. This predominantly female, white population had several mental health comorbidities and high exposure to psychiatric medications. We observed significant reductions (p < 0.001) in average PHQ-9 and GAD-7 scores from baseline (PHQ-9: mean: 16.7; SD: 5.8; GAD-7: mean: 12.0; SD: 5.8) to last available treatment (PHQ-9: mean: 12.0; SD: 6.4; GAD-7: mean: 8.7; SD: 5.6). There were no reports of serious adverse events. Conclusion: This study found a significant disease burden for patients with TRD. Esketamine appears to be well tolerated and effective in improving depression and anxiety.","1"
"2161","MDMA Impairs Both the Encoding and Retrieval of Emotional Recollections.^\nThe psychoactive drug ±3,4-methylenedioxymethamphetamine (MDMA) is increasingly used for its perceived emotional effects (eg, prosociality, empathy, psychotherapy), but surprisingly little research has been aimed at identifying the effect of the drug on emotional episodic memory in humans. Here, we report the first double-blind placebo-controlled study to examine the effects of MDMA on emotional memory separately during encoding and retrieval in healthy participants. Participants viewed emotionally negative, neutral, and positive pictures and their labels. Forty-eight hours later, they were given cued recollection and recognition memory tests designed to assess recollection and familiarity for the studied pictures. Participants were randomly assigned to one of three groups who received MDMA (1 mg/kg) either during encoding (Encoding group; N=20), retrieval (Retrieval group; N=20), or neither (Placebo group; N=20). Although MDMA administered at either phase did not affect overall memory accuracy, it did alter the recollection of details associated specifically with emotional memories as estimated using a dual process signal detection analysis of confidence judgments and subjective 'remember' judgments. In the Encoding group, MDMA reduced recollection estimates for negative and positive pictures but had little to no effect on neutral items or familiarity estimates. There was evidence for similar trends in the Retrieval group. These findings indicate that MDMA attenuates the encoding and retrieval of salient details from emotional events, consistent with the idea that its potential therapeutic effects for treating posttraumatic stress disorder are related to altering emotional memory.","4"
"4428","Cognitive performance after repeated administration of the NMDA positive allosteric modulator SAGE-718 in healthy volunteers.^\nBackground: NMDA receptor hypoactivity has been linked to a range of clinical phenomena, including cognitive dysfunction and alterations in social behavior. Potential treatments for conditions characterized by NMDA hypofunction may involve enhancement of NMDA receptor‐related neurotransmission. In a recent suite of target‐engagement studies, SAGE‐718, an investigational positive allosteric modulator of the NMDA receptor, demonstrated effects on electrophysiological and functional imaging biomarkers in healthy volunteers after a low dose ketamine challenge. These findings are consistent with CNS penetrance and functional engagement of the NMDA receptor. Here, the effects of 10‐day repeated exposure of SAGE‐718 on a core cognitive battery were investigated in healthy volunteers. Methods: Forty subjects were randomized (1:1) to either multiple oral doses of SAGE‐718 (n = 19) plus ketamine or placebo (n = 21) plus ketamine, which was delivered in a double‐blinded manner [SAGE‐718: n = 19, mean (SD) age 42.7 (12.00) years, 15.8% female; Placebo: n = 21, mean (SD) age 42.6 (11.56) years, 15.4% female]. SAGE‐718 oral solution or matching placebo solution was administered as a 1.0‐mg dose in a fasted condition once daily (between 7 and 10 AM) over the course of 10 days. Blood samples were taken and processed for pharmacokinetic analysis of concentrations of SAGE‐718. Plasma samples were used to calculate Cmax as well as other PK parameters. Computerized testing was used to measure performance on key cognitive domains, including attention, working memory, processing speed, executive function, and motor reaction time. Assessments included computerized versions of the International Shopping List Test (verbal learning), International Shopping List Test‐Delayed Recall (memory), Groton Maze Learning Test (executive function), Social Emotional Cognition Test (emotional cognition), Detection Test (psychomotor function), Identification Test (attention), One Back Test (working memory), Two Back Test (higher‐order working memory), Stop Signal Reaction Test (inhibition), and the Continuous Paired Associate Learning Test (paired associated learning). A mixed‐effect regression model analysis (MMRM) was applied, with change from baseline in each cognitive test score as the response variable, and treatment, visit, and visit‐by‐treatment interaction as fixed effects, baseline as a covariate, and measurements within the same subject as repeated measure. Unstructured covariance structure was applied for the repeated measure. Safety was assessed by adverse event reporting, standard clinical assessments, the Brief Psychiatric Rating Scale, the Clinician Administered Dissociate State Scale, the Observers Assessment of Alertness/Sedation Scale, and the Columbia Suicide Severity Rating Scale. Results: As compared to placebo, statistically significant improvements were observed in the Two‐Back Test at days 2, 4 and 8 of testing (p < 0.05). Compared to placebo, statistically significant improvement was observed on the Groton Maze Test at day 6 of testing (p < 0.05). A dose‐response relationship was observed for the Two‐Back Test, with Cmax positively correlated with an increase in change from baseline performance on the Two‐Back Test (p = 0.02). A similar trend was observed for the Groton Maze Test (Cmax vs change from baseline, p = 0.06). SAGE‐718 was generally well tolerated with no serious adverse events or deaths observed in the trial subjects. The most frequent treatment emergent adverse events (TEAEs) reported after SAGE‐718 administration were mild and numerically similar to those seen with placebo (TEAE: SAGE‐718, n = 6 (31.6%); placebo, n = 7 (33.3%)). No TEAEs resulted in discontinuation or dose reduction of SAGE‐718. No significant changes in clinical chemistry, hematology, urinalysis, or ECGS were observed. Conclusions: Healthy volunteers dosed with SAGE‐718 exhibited greater improvement on tests of higher‐order working memory (Two‐Back Test) and complex problem solving (Groton Maze Test), which at times reached the threshold for statistical significance as compared to subjects receiving placebo. SAGE‐718 was generally well tolerated by the trial subjects over 10 days of exposure. Improvements in executive performance, as reflected by significant improvements on the Two‐Back and Groton Maze Tests, suggest that further investigation of SAGE‐718 is warranted for the treatment of conditions characterized by states of relative NMDA hypofunction, particularly those manifesting with executive deficits.","3"
